,Company Name,Location,Industry,Produktbeschreibung,Vertriebserfolge,Mitbewerber-Analyse,Beschreibung der Marktsituation,Durchgeführte Marktanalyse,Zielbranchen,Sales-Channel,Vertriebsaktivitäten,Team Members,Finanzierungs-Summe,Phase,Art der Finanzierung,Finanzierungsziel,Business Type,Looking for Investment
7196,MAPS S.A,Foetz,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITBanken & Finanzen + VersicherungSoftware,N/A,Nein,"Jean-Pierre Schmit, Julie Bonin, Kevin Corte, Jean-Luc Volpez, Thierry MULLER, Romain Le Groumellec, Cédric Pons",1.700.000 USD,N/A,Series A,N/A,N/A,N/A
7197,Mapplas,San Sebastián De Los Reyes,Mobilfunkbranche,N/A,N/A,N/A,Keine Angabe,Nein,MobilfunkbrancheSoftware,N/A,Nein,Alberto Román,20.000 USD,N/A,Seed,N/A,N/A,N/A
7198,Mapping Control,Aix-en-provence,Software,N/A,N/A,N/A,Keine Angabe,Nein,"SoftwareVerkehr, Transport & Logistik + Automobil",N/A,Nein,Daniel Vassallucci,2.000.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
7199,Mapperarti,Newport Beach,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & Lifestyle,N/A,Nein,"Terry Fisher, Andrew Nguyen",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
7200,MappedIn Inc.,Waterloo,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufDaten & AnalytikNavigation & KartografieSoftware,N/A,Nein,"Carol Leaman, Hongwei Liu, Mitchell Butler, Greg Barber",7.519.546 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7201,mapp2link,Hessen,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & AnalytikMobilfunkbrancheNavigation & Kartografie,N/A,Nein,Holger Mannweiler,300.000 USD,N/A,Seed,N/A,N/A,N/A
7202,Mapmyhealth,Nottingham,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & Soziales,N/A,Nein,Matthew Goodman,N/A,N/A,Seed,N/A,N/A,N/A
7203,Mapmygenome India Limited,Hyderabad,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Anu Acharya, Anula Jayasuriya, Dr. Nita Sachan, Dr. Jaishree Srinivasan, Arjun Malhotra, Wing Commander (Dr) MK Bose, Subash Lingareddy, Dr. Naveen Talwar, Geethanjali Tanikella, Sandhya Kiran Pemsani, Mr Karthik T",1.500.000 USD,N/A,Seed,N/A,N/A,N/A
7204,Maple Farm Media,Boston,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaMarketing & PRTelekommunikationPrivatsphäre & SicherheitVertrieb & Marketing,N/A,Nein,"Brian Costello, Mark Bees",500.000 USD,N/A,Seed,N/A,N/A,N/A
7205,Maple Apps,Cologne,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsMobilfunkbrancheSoftware,N/A,Nein,Arne Horn,N/A,N/A,Seed,N/A,N/A,N/A
7206,Malang Studio,Seoul,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & LifestyleMobilfunkbranche,N/A,Nein,"Michael Hong, YeongHo Kim, Heidi Han",2.100.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7207,makr,Brooklyn,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & VerlagswesenDesign,N/A,Nein,"Ellen Johnston, Will Lenzen",N/A,N/A,Seed,N/A,N/A,N/A
7208,MakieLab,London,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumHandel & EinkaufProduktionMobilfunkbranche,N/A,Nein,"Nikolaj Nyholm, Martha Fox, Petteri Koponen, Matthew Wiggins, Sulka Haro, Ben Griffiths, Alice Taylor, Joanna Roach, Luke Petre, Chelsea Clark",3.970.000 USD,N/A,Seed,N/A,N/A,N/A
7209,Makeuphaulic,Cincinnati,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumVideo,N/A,Nein,Brinda Chatterjee,77.500 USD,N/A,Seed,N/A,N/A,N/A
7210,Maketion,Shanghai,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsDaten & AnalytikMobilfunkbrancheSoftware,N/A,Nein,"Austin Li, Ren Guodong",4.000.000 USD,N/A,Series A,N/A,N/A,N/A
7211,MakeSchool,San Francisco,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,"BildungDienstleistung, Beratung + Recht & Steuern",N/A,Nein,"Jeremy Rossmann, Ashu Desai, Emily Sheldon, Simon Kronenberg",27.129.992 USD,N/A,Series B,N/A,N/A,N/A
7212,Makers Alley,New York,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Konsum,N/A,Nein,"Sandy Lin, Marc Gurney, Dan Goldin",25.000 USD,N/A,Seed,N/A,N/A,N/A
7213,Makers,London,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungSoftware,N/A,Nein,"Oliver Godfrey, Jordan Poulton, Rob Johnson, Evgeny Shadchnev, Ruben Kostucki, Benita Rajania, Dana Svoboda, Rob Johnson, Jasel Mehta",770.215 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7214,MakerCraft,Pittsburgh,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumAppsSoftware,N/A,Nein,Corissa McClay,25.000 USD,N/A,Seed,N/A,N/A,N/A
7215,"Maker’s Row, Inc.",Brooklyn,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufProduktionVertrieb & Marketing,N/A,Nein,"Tanya Menendez, Matthew Burnett, Bob Petrie, Scott Weiner, Taofeek Rabiu",1.942.600 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7216,Maker,San Francisco,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufVertrieb & MarketingSoftware,N/A,Nein,"Gokul Rajaram, Tom Ryan, Satya Patel, Evan Sharp, Bhanu Sharma, Michael Fitzpatrick, Thea Burrows, Jake Nickell, Sean Cashin",N/A,N/A,Seed,N/A,N/A,N/A
7217,"Makeena, Inc.",Boulder,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITAppsHandel & EinkaufLebensmittel & GetränkeHardwareMobilfunkbrancheVertrieb & MarketingSoftware,N/A,Nein,"Karen Shoresman Frame, Brian Brinkley, Josh Marti, Sarah Schloemer, Michael Movitz, Elizabeth A. Coker, Mike Dovbish",311.455 USD,N/A,Pre-Seed,N/A,N/A,N/A
7218,"Makeblock Co., Ltd.",Shenzhen,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungForschung & EntwicklungUnterhaltungselektronikHardwareSoftware,N/A,Nein,"Jasen Wang, Yu HU",79.855.493 USD,N/A,Series C,N/A,N/A,N/A
7219,Make Works,Glasgow,Produktion,N/A,N/A,N/A,Keine Angabe,Nein,Produktion,N/A,Nein,Fi Scott,N/A,N/A,Seed,N/A,N/A,N/A
7220,Make Music TV,Munich,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & VerlagswesenEvents & VeranstaltungenMusik und TonVideo,N/A,Nein,"Alex Chung, Michael Bogatzki, Christian Morawietz",350.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
7221,Make ICI SAS,Montreuil,Produktion,N/A,N/A,N/A,Keine Angabe,Nein,Produktion,N/A,Nein,,1.600.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
7222,"Major League Ultimate, LLC",Philadelphia,Vertrieb & Marketing,N/A,N/A,N/A,Keine Angabe,Nein,Vertrieb & MarketingSport & Unterhaltung,N/A,Nein,,875.000 USD,N/A,Seed,N/A,N/A,N/A
7223,Majalatouki,Morocco City,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaGemeinschaft & LifestyleSoftware,N/A,Nein,El Mehdi Benslim,260.000 USD,N/A,Seed,N/A,N/A,N/A
7224,MAIYUAN,Harbin,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumHandel & EinkaufVertrieb & Marketing,N/A,Nein,,10.000.000 CNY,N/A,Series A,N/A,N/A,N/A
7225,Maiyet Inc,New York,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,Textil & ModeUnterhaltungselektronikDesignEvents & VeranstaltungenHardware,N/A,Nein,"Daniel Lubetzky, Kristy Caylor, Wendy Schmidt, Cynthia Ringo, Paul van Zyl",38.950.545 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7226,Launchpad Inc.,San Mateo,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Einkauf,N/A,Nein,"Todd Krumholz, Jonathan Beekman, Sam Gong, Hrag Chanchanian",3.100.000 USD,N/A,Series A,N/A,N/A,N/A
7227,Mamsy,Moscow,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumHandel & EinkaufSport & Unterhaltung,N/A,Nein,"Dmitriy Molokov, Alain Caffi, Andrey Skurov",15.000.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7228,MammothDB,Sofia,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & AnalytikSoftware,N/A,Nein,"Mike Flannagan, Alexander Aldev, Steve Keil, Angel Mitev",1.800.000 USD,N/A,Seed,N/A,N/A,N/A
7229,Mammoth Hunters,Barcelona,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesAppsMobilfunkbrancheSoftwareSport & Unterhaltung,N/A,Nein,"Xavi Vila, Oriol Roda, Nestor Ferez, Aayesha Khan, Arun Abraham",822.610 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
7230,Mamina Shkola,Moscow,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,Bildung,N/A,Nein,,25.000 USD,N/A,Seed,N/A,N/A,N/A
7231,Mamily,Hamburg,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & Lifestyle,N/A,Nein,David Kuczek,N/A,N/A,Seed,N/A,N/A,N/A
7232,Mamie Cocotte,Gennevilliers,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufLebensmittel & Getränke,N/A,Nein,Olivier Ziegler,N/A,N/A,Seed,N/A,N/A,N/A
7233,Mambu GmbH.,Berlin,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaBanken & Finanzen + VersicherungKredite & KapitalanlagenSoftware,N/A,Nein,"Pawel Chudzinski, Eugene Danilkis, Stefan Tirtey, Ben Goldin, Marcus Polke, Fritz Oidtmann, Sofia Nunes, Frederik Pfisterer, Tim Strunk, Rodica Levitchi, Edgardo Torres Caballero, Ciprian Diaconasu, Will Hannan, David Hamilton, Simon Shorthose, Elliott Limb, Sarka Bartova, Natalie Hall, Myles Bertrand, Brian Feinstein, John Doran, Andre Bliznyuk, Langley Eide, Henning Kagermann, Muz Ashraf, Paul Morgenthaler, Michael E. Kalfayan, Altus van Tonder",152.000.000 EUR,N/A,Series D,N/A,N/A,N/A
7234,MamboCar,Madrid,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,"Handel & EinkaufVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Santi Breu, Olivia Cruz",250.000 EUR,N/A,Seed,N/A,N/A,N/A
7235,Mamagoto,New Delhi,Lebensmittel & Getränke,N/A,N/A,N/A,Keine Angabe,Nein,Lebensmittel & Getränke,N/A,Nein,Rahul Khanna,10.000.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7236,MamaBear App,Tampa,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesInternet & MultimediaAppsGemeinschaft & LifestyleDaten & AnalytikMobilfunkbrancheNavigation & KartografiePlattformenSoftware,N/A,Nein,"Tom Hanks, Steven MacDonald, Thomas Cardy, Stuart Kime, Robyn Spoto, Suzanne Horton, Steve Wilson, Aeon Hale, Thomas W. Cardy, Patrick Sadusky",4.100.000 USD,N/A,Seed,N/A,N/A,N/A
7237,Maluuba Inc,Waterloo,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungKünstliche IntelligenzDaten & AnalytikSoftware,N/A,Nein,"Yoshua Bengio, Sam Pasupalak, Dave Grannan, G Wu, Jasneet Sabharwal, Kaheer Suleman, Brian Kang, Luca Cavazzana, Mohamed Musbah, Ludovic ANDRÉ, Gerry Beard, Rahul Mehrotra, Paul Gray, Philip Bachman, Shikhar Sharma, Cedric Favier",9.228.704 USD,N/A,Series A,N/A,N/A,N/A
7238,Mallzee Ltd.,Edinburgh,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITTextil & ModeHandel & EinkaufDaten & AnalytikDesignMobilfunkbrancheSoftware,N/A,Nein,"Cally Russell, Kenny Fraser, Callum Stuart, Jamie Sutherland, Kraig Walker, Ro Ramtohul, Martina Pugliese, Nicola Davidson, Rachelle Garnham, Melanie Gray, Rachel Arthur, Laura Faint, David Francis, Alex Humphry Baker",11.791.989 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7239,malltigo (Acia Pte Ltd),Singapore,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITVertrieb & Marketing,N/A,Nein,"Rodney Seah, Joven Chiew, Natalie Lam, Serene Tay",400.000 SGD,N/A,Seed,N/A,N/A,N/A
7240,Mallcoo,Jingan,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsHandel & EinkaufSoftware,N/A,Nein,,30.000.100 CNY,N/A,Series B,N/A,N/A,N/A
7241,Mall-Connect,Laren,Marketing & PR,N/A,N/A,N/A,Keine Angabe,Nein,Marketing & PRHandel & EinkaufDaten & AnalytikVertrieb & Marketing,N/A,Nein,"Patrick Polak, Ilia Riaskoff, Jasper de Lange, Jasper de Vreugt, Jean-Baptiste Meneroud",1.000.000 EUR,N/A,Series A,N/A,N/A,N/A
7242,MalibuIQ,Malibu,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,"Energie & UmweltUnterhaltungselektronikRegierung & MilitärHardwareNachhaltigkeitVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Court Coursey, David Moxam, Andrew Williamson, Gregory Kovacs, Sha-Chelle Devlin Manning, Gregory Corona, Jason May",N/A,N/A,Seed,N/A,N/A,N/A
7243,Malcovery Security,Bethel Park,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITPrivatsphäre & Sicherheit,N/A,Nein,"Gary Warner, Phil Compton, Greg Coticchia, Joe Barron",4.575.400 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7244,Malcisbo AG,Schlieren,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologieDaten & Analytik,N/A,Nein,Michael Sidler,130.000 CHF,N/A,Pre-Seed,N/A,N/A,N/A
7245,"MalarVx, Inc.",Seattle,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,James Davie,110.000 USD,N/A,Seed,N/A,N/A,N/A
7246,Maitri,Kolkata,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,"BildungGemeinschaft & LifestyleDienstleistung, Beratung + Recht & Steuern",N/A,Nein,"Gitali Thakur, Pankaj Boruah",2.800.000 INR,N/A,Seed,N/A,N/A,N/A
7247,Maison Labiche,Paris,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & LifestyleProduktion,N/A,Nein,"Jean-Baptiste Richard, Jenny Richard, Marion Bureau, Eliott Machat",1.300.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
7248,Maison Academia,Roma,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,Textil & ModeHandel & EinkaufDesignVertrieb & Marketing,N/A,Nein,"Gianmarco Carnovale, Maurizio Palumbo, Mary Palomba",1.150.000 EUR,N/A,Seed,N/A,N/A,N/A
7249,Maisense,Zhabei,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesUnterhaltungselektronikHardware,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
7250,Mainspring Energy,Menlo Park,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltNatürliche RessourcenNachhaltigkeit,N/A,Nein,"Shannon Miller, Stu Aaron, Adam Simpson, Matt Svrcek, Nety Krishna, Zaz Harris",178.000.000 USD,N/A,Series D,N/A,N/A,N/A
7251,Mainline Net Holdings,London,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaSoftware,N/A,Nein,Troy Coody,N/A,N/A,Series A,N/A,N/A,N/A
7252,N/A,N/A,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & AnalytikDesignVertrieb & Marketing,N/A,Nein,,15.000 USD,N/A,Seed,N/A,N/A,N/A
7253,"Main Street Hub, Inc.",Austin,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRVertrieb & MarketingSoftware,N/A,Nein,"Michael Dearing, Walter Kortschak, Jenny Lefcourt, Charles Birnbaum, Robert Stavis, Alan Cline, Andrew Allison, Scott Leese, Matt Stuart, Brent Tworetzky, Brett Koetsier, Julie Black, Mandy Cole, Judd Rabb, Qingqing Ouyang, Brett Bowman, Michael Georgoff, Jonathan Dawe, David Kreitzer, Tom Calvert, Cathy Hardin, David Dettmer, Jeff Mosler, Andrew Brouillard, Michael Moniz, Nicholas Patten, Brian Smith",46.000.000 USD,N/A,Series C,N/A,N/A,N/A
7254,maimiaotech.com,Hangzhou,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaHandel & Einkauf,N/A,Nein,,13.000.000 CNY,N/A,Series A,N/A,N/A,N/A
7255,Maily,Brussels,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungEDV & ITInternet & MultimediaTelekommunikationAppsGemeinschaft & LifestyleMobilfunkbranchePlattformenSoftware,N/A,Nein,"Robin Wauters, Stephane Dehousse, Raphael Halberthal, Tom Galle",352.270 GBP,N/A,Seed,N/A,N/A,N/A
7256,Mailjet inc,Paris,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaTelekommunikationVertrieb & MarketingSoftware,N/A,Nein,"Thibaud Elziere, Quentin Nickmans, Jason Barnard, Raffi Kamber, Julien-David Nitlech, Alexis Renard, Guillaume Meulle, Anthony Marnell, Wilfried Durand, Ludo Brands, Julien Tartarin, Udeme Ukutt, Laura Pallier, Pierre Puchois, Nicolas Chaunu, Marc Pertron, Judy Chang, Shubham Sharma, Jeremy Viault, Benoit Le Ny, Paul Leprevost, Nicolas Garnier, Lynn Segal, Maxime Urien, Boris Guéry, Ilko Kacharov, Thomas Hajdukowicz, Thomas Carney, Edouard Level, Alexandre Cabanis",17.606.194 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7257,Mailigen,Riga,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaTelekommunikationHandel & EinkaufVertrieb & MarketingSoftware,N/A,Nein,"Janis Rose, Svetlana Rozenblate, Jason Adams Drake, Uldis Tifenbergs",295.000 EUR,N/A,Seed,N/A,N/A,N/A
7258,Maidou Yisheng,Beijing,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & Soziales,N/A,Nein,,1.913.112 USD,N/A,Series A,N/A,N/A,N/A
7259,Maidou International,Hong Kong,,N/A,N/A,N/A,Keine Angabe,Nein,,N/A,Nein,,3.500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7260,Maiden Media Group,Philadelphia,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRAppsMedien & VerlagswesenDesignVertrieb & MarketingSoftwareVideo,N/A,Nein,"Amol Waishampayan, Zain Haseeb, Tusar Barik, Kevin Barnes",400.000 USD,N/A,Seed,N/A,N/A,N/A
7261,Maichang,Shanghai,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsMobilfunkbrancheSoftware,N/A,Nein,,2.440.000 USD,N/A,Series A,N/A,N/A,N/A
7262,Mahei,Pamplona,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungHardwareSoftware,N/A,Nein,,50.000 EUR,N/A,Seed,N/A,N/A,N/A
7263,Mah Ze Dahr,New York,Lebensmittel & Getränke,N/A,N/A,N/A,Keine Angabe,Nein,Lebensmittel & Getränke,N/A,Nein,Umber Ahmad,N/A,N/A,Seed,N/A,N/A,N/A
7264,Magzter Inc.,New York,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & VerlagswesenMobilfunkbranche,N/A,Nein,"Girish Ramdas, Vijayakumar Radhakrishnan, Gautam Ramdas, C.R. Venkatesh, Venkatesh C. R.",13.000.000 USD,N/A,Series B,N/A,N/A,N/A
7265,Magpie Pte. Ltd.,Singapore,,N/A,N/A,N/A,Keine Angabe,Nein,,N/A,Nein,,166.000 USD,N/A,Seed,N/A,N/A,N/A
7266,Manifest,Moscow Mills,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMobilfunkbranche,N/A,Nein,"Igor Zelenov, Vitaliy Smorodin",100.000 USD,N/A,Seed,N/A,N/A,N/A
7267,Manifest,San Francisco,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRAppsHandel & EinkaufVertrieb & MarketingSoftware,N/A,Nein,"Selcuk Atli, Bob Buch, David Endler, Ted Ross, Daniel Blahut, Ryo Chijiiwa, Laura Levinsohn, Volkan Ozcelik, Fahrettin Tasdelen, Vasily Myazin, Stefan Nikolic, James Hendler, Jose Reyes",3.000.000 USD,N/A,Seed,N/A,N/A,N/A
7268,"Manicube, Inc.",New York,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,"Handel & KonsumDienstleistung, Beratung + Recht & Steuern",N/A,Nein,"Cristina DeVito, Elizabeth R Whitman, Katina Mountanos",5.884.956 USD,N/A,Series A,N/A,N/A,N/A
7269,Mangrove Insurance Solutions PCC Ltd,Washington,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + Versicherung,N/A,Nein,,111.040 USD,N/A,Seed,N/A,N/A,N/A
7270,Mangosteen Eco Lifestyle,Indore,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesGemeinschaft & LifestyleLebensmittel & Getränke,N/A,Nein,Saurabh Shrivastava,2.000.000 INR,N/A,Series A,N/A,N/A,N/A
7271,MangoReader,Pune,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungAppsMobilfunkbranchePlattformenSoftware,N/A,Nein,"Umang Gupta, Jagdish Repaswal, Tanvi Rangwala, Ramesh kumar Velusamy",N/A,N/A,Seed,N/A,N/A,N/A
7272,Mango Materials,Redwood City,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungBiotechnologieProduktion,N/A,Nein,"Allison Pieja, Molly Morse, Anne Schauer Gimenez",N/A,N/A,Seed,N/A,N/A,N/A
7273,"Mango Health, Inc.",San Francisco,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesMobilfunkbranche,N/A,Nein,"Jason Oberfest, Yadin Shemmer, Gerald Cheong, Alan Abola, Caitlin Collins, Matt Rowe",8.300.000 USD,N/A,Series B,N/A,N/A,N/A
7274,Mango Games,Hyderabad,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & VerlagswesenGaming,N/A,Nein,"Richard de Silva, Sanjeev Kumar, Rahul Razdan",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
7275,MANGATAR SRL,Milan,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMobilfunkbranche,N/A,Nein,"Niccolo Sanarico, Andrea Postiglione, Raffaele Gaito, Enrico Rossomando",1.208.723 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7276,Manetos,Stockholm,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltAppsUnterhaltungselektronikHardwareSoftwareNachhaltigkeit,N/A,Nein,Charlotta Holmquist,100.000.000 SEK,N/A,Venture - Series Unknown,N/A,N/A,N/A
7277,manetch,Berlin,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITMedien & Verlagswesen,N/A,Nein,"Sara Maria Spiller, Bruno Sampietro, Alexandra Hamann",105.000 USD,N/A,Seed,N/A,N/A,N/A
7278,Manebi,Milan,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,Textil & ModeDesign,N/A,Nein,Antonello Benati,6.794.896 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7279,Mandoe Media,Sydney,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITMarketing & PRVertrieb & MarketingSoftware,N/A,Nein,Steven Baxter,N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
7280,ManCTL,Villefranche-sur-mer,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,HardwareSoftware,N/A,Nein,"Nicolas Burrus, Nicolas Tisserand",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
7281,ManageMyFortune,Mumbai,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufBanken & Finanzen + Versicherung,N/A,Nein,"Sameer Naringrekar, Rahul Bhalerao",N/A,N/A,Seed,N/A,N/A,N/A
7282,Manage Your Trip Ltd,Netanya,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaSoftwareReisen & Tourismus,N/A,Nein,"Raphael Amzallag, Nissim MENASHE, Yossef AMZALLAG",8.100.000 USD,N/A,Series A,N/A,N/A,N/A
7283,MANAFA Capital,Riyadh,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufBanken & Finanzen + Versicherung,N/A,Nein,,1.060.000 USD,N/A,Series A,N/A,N/A,N/A
7284,SATT AI Lab,Tokyo,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungInternet & MultimediaSoftware,N/A,Nein,"Koichi Tsunoda, Katsuhito Mihashi, Daisuke Yamashita, Tatsunori Hirota",5.844.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
7285,Mana Projects,Bangalore,Bau und Gebäudetechnik,N/A,N/A,N/A,Keine Angabe,Nein,Bau und Gebäudetechnik,N/A,Nein,Kishore Reddy,N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
7286,"Mack Weldon, Inc.",New York,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaTextil & ModeHandel & EinkaufDesign,N/A,Nein,"Brian Berger, Michael Isaacman, Charley Moore, Robert Derow, Brian Fesen, Jason Fleetwood-Boldt, Rob McIntosh, Jason Port, Talia Handler",15.899.999 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
